id,feature
faem0_si1392_108,0.24990435
faem0_si1392_109,-0.74174313
faem0_si1392_110,-0.26933793
faem0_si1392_111,-2.227418271
faem0_si1392_112,-0.07359385
faem0_si1392_113,-0.909135901744
faem0_si1392_114,0.666866307
faem0_si1392_115,-5.118268445
faem0_si1392_116,-6.192952019
faem0_si1392_117,-6.415751688
faem0_si1392_118,-7.58627578
faem0_si1392_119,-8.517966898
faem0_si1392_120,-10.465697844
faem0_si1392_121,-9.009553633
faem0_si1392_122,-7.799007632
faem0_si1392_123,-6.93115801
faem0_si1392_124,-7.21987378
faem0_si1392_125,-7.755024316
faem0_si1392_126,-9.446311216
faem0_si1392_127,-9.13364794
faem0_si1392_128,-7.41023188
faem0_si1392_129,-8.662270299
faem0_si1392_130,-8.711635703
faem0_si1392_131,-7.75676382
faem0_si1392_132,-6.729402686
faem0_si1392_133,-4.05116574
faem0_si1392_134,-1.1623175917
faem0_si1392_135,0.716677335
faem0_si1392_136,-1.5212214763
faem0_si1392_137,-2.46566574
faem0_si1392_138,0.0
faem0_si1392_139,0.0
faem0_si1392_140,0.0
faem0_si1392_141,0.0
faem0_si1392_142,0.0
faem0_si1392_143,0.0
faem0_si1392_144,0.0
faem0_si1392_145,0.0
faem0_si1392_146,0.0
faem0_si1392_147,0.0
faem0_si1392_148,0.0
faem0_si1392_149,0.0
faem0_si1392_150,0.0
faem0_si1392_151,0.0
faem0_si1392_152,0.0
faem0_si1392_153,0.0
faem0_si1392_154,0.0
faem0_si1392_155,0.0
faem0_si1392_156,0.0
faem0_si1392_157,0.0
faem0_si1392_158,0.0
faem0_si1392_159,0.0
faem0_si1392_160,0.0
faem0_si1392_161,0.0
faem0_si1392_162,0.0
faem0_si1392_163,0.0
faem0_si1392_164,0.0
faem0_si1392_165,0.0
faem0_si1392_166,0.0
faem0_si1392_167,0.0
faem0_si1392_168,0.0
faem0_si1392_169,0.0
faem0_si1392_170,0.0
faem0_si1392_171,0.0
faem0_si1392_172,0.0
faem0_si1392_173,0.0
faem0_si1392_174,0.0
faem0_si1392_175,0.0
faem0_si1392_176,0.0
faem0_si1392_177,0.0
faem0_si1392_178,0.0
faem0_si1392_179,0.0
faem0_si1392_180,0.0
faem0_si1392_181,0.0
faem0_si1392_182,0.0
faem0_si1392_183,0.0
faem0_si1392_184,0.0
faem0_si1392_185,0.0
faem0_si1392_186,0.0
faem0_si1392_187,0.0
faem0_si1392_188,0.0
faem0_si1392_189,0.0
faem0_si1392_190,0.0
faem0_si1392_191,0.0
faem0_si1392_192,0.0
faem0_si1392_193,0.0
faem0_si1392_194,0.0
faem0_si1392_195,0.0
faem0_si1392_196,0.0
faem0_si1392_197,0.0
faem0_si1392_198,0.0
faem0_si1392_199,0.0
faem0_si1392_200,0.0
faem0_si1392_201,0.0
faem0_si1392_202,0.0
faem0_si1392_203,0.0
faem0_si1392_204,0.0
faem0_si1392_205,0.0
faem0_si1392_206,0.0
faem0_si1392_207,67.26492
faem0_si1392_208,73.17098
faem0_si1392_209,85.07728
faem0_si1392_210,92.62819
faem0_si1392_211,103.18005
faem0_si1392_212,98.11898
faem0_si1392_213,97.19072
faem0_si1392_214,100.14485
faem0_si1392_215,100.8286
faem0_si1392_216,88.96255
faem0_si1392_217,79.88423
faem0_si1392_218,82.23539
faem0_si1392_219,84.30847
faem0_si1392_220,72.11839
faem0_si1392_221,59.79309
faem0_si1392_222,60.88149
faem0_si1392_223,65.63494
faem0_si1392_224,68.59966
faem0_si1392_225,68.28505
faem0_si1392_226,62.31285
faem0_si1392_227,54.63875
faem0_si1392_228,57.61336
faem0_si1392_229,72.15673
faem0_si1392_230,-0.19546341
faem0_si1392_231,-0.971797
faem0_si1392_232,-0.16973321
faem0_si1392_233,0.69848943
faem0_si1392_234,-0.3046875
faem0_si1392_235,0.8579817
faem0_si1392_236,0.11086656
faem0_si1392_237,0.00703928
faem0_si1392_238,2.64828685
faem0_si1392_239,4.1611915
faem0_si1392_240,3.0062007
faem0_si1392_241,3.7154901
faem0_si1392_242,1.54818144
faem0_si1392_243,-2.03198403
faem0_si1392_244,-0.7647359
faem0_si1392_245,-0.8996762
faem0_si1392_246,-1.67843121
faem0_si1392_247,0.39842941
faem0_si1392_248,2.4753051
faem0_si1392_249,2.08299666
faem0_si1392_250,-0.12647506
faem0_si1392_251,-1.0155991
faem0_si1392_252,-0.10963919
faem0_si1392_253,-0.532899851
faem0_si1392_254,-0.461324214
faem0_si1392_255,-0.75059294
faem0_si1392_256,-0.81462501
faem0_si1392_257,-1.26283566
faem0_si1392_258,-0.569543614
faem0_si1392_259,-0.747534182
faem0_si1392_260,-1.08893861
faem0_si1392_261,-0.990631
faem0_si1392_262,-0.03228102
faem0_si1392_263,0.41861843
faem0_si1392_264,0.11587538
faem0_si1392_265,-0.420708
faem0_si1392_266,-0.08481285
faem0_si1392_267,0.65125206
faem0_si1392_268,0.55591513
faem0_si1392_269,0.13146871
faem0_si1392_270,0.43367712
faem0_si1392_271,0.20259284
faem0_si1392_272,0.60124619
faem0_si1392_273,0.702108827
faem0_si1392_274,1.00695149
faem0_si1392_275,0.2752217518
faem0_si1392_276,0.0
faem0_si1392_277,0.0
faem0_si1392_278,0.0
faem0_si1392_279,0.0
faem0_si1392_280,0.0
faem0_si1392_281,0.0
faem0_si1392_282,0.0
faem0_si1392_283,0.0
faem0_si1392_284,0.0
faem0_si1392_285,0.0
faem0_si1392_286,0.0
faem0_si1392_287,0.0
faem0_si1392_288,0.0
faem0_si1392_289,0.0
faem0_si1392_290,0.0
faem0_si1392_291,0.0
faem0_si1392_292,0.0
faem0_si1392_293,0.0
faem0_si1392_294,0.0
faem0_si1392_295,0.0
faem0_si1392_296,0.0
faem0_si1392_297,0.0
faem0_si1392_298,0.0
faem0_si1392_299,0.0
faem0_si1392_300,0.0
faem0_si1392_301,0.0
faem0_si1392_302,0.0
faem0_si1392_303,0.0
faem0_si1392_304,0.0
faem0_si1392_305,0.0
faem0_si1392_306,0.0
faem0_si1392_307,0.0
faem0_si1392_308,0.0
faem0_si1392_309,0.0
faem0_si1392_310,0.0
faem0_si1392_311,0.0
faem0_si1392_312,0.0
faem0_si1392_313,0.0
faem0_si1392_314,0.0
faem0_si1392_315,0.0
faem0_si1392_316,0.0
faem0_si1392_317,0.0
faem0_si1392_318,0.0
faem0_si1392_319,0.0
faem0_si1392_320,0.0
faem0_si1392_321,0.0
faem0_si1392_322,0.0
faem0_si1392_323,0.0
faem0_si1392_324,0.0
faem0_si1392_325,0.0
faem0_si1392_326,0.0
faem0_si1392_327,0.0
faem0_si1392_328,0.0
faem0_si1392_329,0.0
faem0_si1392_330,0.0
faem0_si1392_331,0.0
faem0_si1392_332,0.0
faem0_si1392_333,0.0
faem0_si1392_334,0.0
faem0_si1392_335,0.0
faem0_si1392_336,0.0
faem0_si1392_337,0.0
faem0_si1392_338,0.0
faem0_si1392_339,0.0
faem0_si1392_340,0.0
faem0_si1392_341,0.0
faem0_si1392_342,0.0
faem0_si1392_343,0.0
faem0_si1392_344,0.0
faem0_si1392_345,229.272225
faem0_si1392_346,283.926568
faem0_si1392_347,297.195844
faem0_si1392_348,332.97914
faem0_si1392_349,350.04756
faem0_si1392_350,346.21029
faem0_si1392_351,326.68309
faem0_si1392_352,316.34119
faem0_si1392_353,311.02331
faem0_si1392_354,317.83735
faem0_si1392_355,336.32846
faem0_si1392_356,318.93602
faem0_si1392_357,288.15293
faem0_si1392_358,288.6001
faem0_si1392_359,325.36253
faem0_si1392_360,322.5641
faem0_si1392_361,317.06762
faem0_si1392_362,336.61322
faem0_si1392_363,318.45851
faem0_si1392_364,301.45685
faem0_si1392_365,283.8417
faem0_si1392_366,319.22471
faem0_si1392_367,317.50312
faem0_si1392_368,7.21957867
faem0_si1392_369,7.37693692
faem0_si1392_370,4.53057567
faem0_si1392_371,1.7755908
faem0_si1392_372,-0.0020281
faem0_si1392_373,-0.4032391
faem0_si1392_374,0.3133115
faem0_si1392_375,1.2735385
faem0_si1392_376,-0.109091
faem0_si1392_377,-1.95008494
faem0_si1392_378,-0.6581524
faem0_si1392_379,3.07170435
faem0_si1392_380,3.9496705
faem0_si1392_381,2.68953992
faem0_si1392_382,0.9856459
faem0_si1392_383,0.9807285
faem0_si1392_384,2.37052458
faem0_si1392_385,3.287820149
faem0_si1392_386,5.08542171
faem0_si1392_387,7.92497501
faem0_si1392_388,9.2050244
faem0_si1392_389,7.29072343
faem0_si1392_390,7.7614788
faem0_si1392_391,-7.58284422
faem0_si1392_392,-10.11890605
faem0_si1392_393,-10.40343251
faem0_si1392_394,-12.28448583
faem0_si1392_395,-12.69405499
faem0_si1392_396,-11.78151849
faem0_si1392_397,-9.8881522
faem0_si1392_398,-8.614308387
faem0_si1392_399,-7.81060746
faem0_si1392_400,-8.549344682
faem0_si1392_401,-9.539023683
faem0_si1392_402,-7.36671902
faem0_si1392_403,-4.80092034
faem0_si1392_404,-4.7647885
faem0_si1392_405,-6.641172533
faem0_si1392_406,-5.6374449853
faem0_si1392_407,-4.283936857
faem0_si1392_408,-4.263135834
faem0_si1392_409,-1.87624086
faem0_si1392_410,0.59702932
faem0_si1392_411,2.124970651
faem0_si1392_412,0.26623487
faem0_si1392_413,0.29161097
faem0_si1392_414,0.0
faem0_si1392_415,0.0
faem0_si1392_416,0.0
faem0_si1392_417,0.0
faem0_si1392_418,0.0
faem0_si1392_419,0.0
faem0_si1392_420,0.0
faem0_si1392_421,0.0
faem0_si1392_422,0.0
faem0_si1392_423,0.0
faem0_si1392_424,0.0
faem0_si1392_425,0.0
faem0_si1392_426,0.0
faem0_si1392_427,0.0
faem0_si1392_428,0.0
faem0_si1392_429,0.0
faem0_si1392_430,0.0
faem0_si1392_431,0.0
faem0_si1392_432,0.0
faem0_si1392_433,0.0
faem0_si1392_434,0.0
faem0_si1392_435,0.0
faem0_si1392_436,0.0
faem0_si1392_437,0.0
faem0_si1392_438,0.0
faem0_si1392_439,0.0
faem0_si1392_440,0.0
faem0_si1392_441,0.0
faem0_si1392_442,0.0
faem0_si1392_443,0.0
faem0_si1392_444,0.0
faem0_si1392_445,0.0
faem0_si1392_446,0.0
faem0_si1392_447,0.0
faem0_si1392_448,0.0
faem0_si1392_449,0.0
faem0_si1392_450,0.0
faem0_si1392_451,0.0
faem0_si1392_452,0.0
faem0_si1392_453,0.0
faem0_si1392_454,0.0
faem0_si1392_455,0.0
faem0_si1392_456,0.0
faem0_si1392_457,0.0
faem0_si1392_458,0.0
faem0_si1392_459,0.0
faem0_si1392_460,0.0
faem0_si1392_461,0.0
faem0_si1392_462,0.0
faem0_si1392_463,0.0
faem0_si1392_464,0.0
faem0_si1392_465,0.0
faem0_si1392_466,0.0
faem0_si1392_467,0.0
faem0_si1392_468,0.0
faem0_si1392_469,0.0
faem0_si1392_470,0.0
faem0_si1392_471,0.0
faem0_si1392_472,0.0
faem0_si1392_473,0.0
faem0_si1392_474,0.0
faem0_si1392_475,0.0
faem0_si1392_476,0.0
faem0_si1392_477,0.0
faem0_si1392_478,0.0
faem0_si1392_479,0.0
faem0_si1392_480,0.0
faem0_si1392_481,0.0
faem0_si1392_482,0.0
faem0_si1392_483,0.0
faem0_si1392_484,0.0
faem0_si1392_485,0.0
faem0_si1392_486,0.0
faem0_si1392_487,0.0
faem0_si1392_488,0.0
faem0_si1392_489,0.0
faem0_si1392_490,0.0
faem0_si1392_491,0.0
faem0_si1392_492,0.0
faem0_si1392_493,0.0
faem0_si1392_494,0.0
faem0_si1392_495,0.0
faem0_si1392_496,0.0
faem0_si1392_497,0.0
faem0_si1392_498,0.0
faem0_si1392_499,0.0
faem0_si1392_500,0.0
faem0_si1392_501,0.0
faem0_si1392_502,0.0
faem0_si1392_503,0.0
faem0_si1392_504,0.0
faem0_si1392_505,0.0
faem0_si1392_506,0.0
faem0_si1392_507,0.0
faem0_si1392_508,0.0
faem0_si1392_509,0.0
faem0_si1392_510,0.0
faem0_si1392_511,0.0
faem0_si1392_512,0.0
faem0_si1392_513,0.0
faem0_si1392_514,0.0
faem0_si1392_515,0.0
faem0_si1392_516,0.0
faem0_si1392_517,0.0
faem0_si1392_518,0.0
faem0_si1392_519,0.0
faem0_si1392_520,0.0
faem0_si1392_521,0.0
faem0_si1392_522,0.0
faem0_si1392_523,0.0
faem0_si1392_524,0.0
faem0_si1392_525,0.0
faem0_si1392_526,0.0
faem0_si1392_527,0.0
faem0_si1392_528,0.0
faem0_si1392_529,0.0
faem0_si1392_530,0.0
faem0_si1392_531,0.0
faem0_si1392_532,0.0
faem0_si1392_533,0.0
faem0_si1392_534,0.0
faem0_si1392_535,0.0
faem0_si1392_536,0.0
faem0_si1392_537,0.0
faem0_si1392_538,0.0
faem0_si1392_539,0.0
faem0_si1392_540,0.0
faem0_si1392_541,0.0
faem0_si1392_542,0.0
faem0_si1392_543,0.0
faem0_si1392_544,0.0
faem0_si1392_545,0.0
faem0_si1392_546,0.0
faem0_si1392_547,0.0
faem0_si1392_548,0.0
faem0_si1392_549,0.0
faem0_si1392_550,0.0
faem0_si1392_551,0.0
faem0_si1392_552,83.765618
faem0_si1392_553,100.444008
faem0_si1392_554,104.820676
faem0_si1392_555,110.26339
faem0_si1392_556,119.4215
faem0_si1392_557,123.66172
faem0_si1392_558,124.55301
faem0_si1392_559,124.62225
faem0_si1392_560,126.80254
faem0_si1392_561,130.48394
faem0_si1392_562,139.31964
faem0_si1392_563,145.82982
faem0_si1392_564,155.32017
faem0_si1392_565,155.06461
faem0_si1392_566,163.86754
faem0_si1392_567,165.56793
faem0_si1392_568,183.72223
faem0_si1392_569,190.25344
faem0_si1392_570,184.56279
faem0_si1392_571,182.33487
faem0_si1392_572,179.29459
faem0_si1392_573,179.9514
faem0_si1392_574,179.42141
faem0_si1392_575,2.0493167
faem0_si1392_576,6.3829339
faem0_si1392_577,5.8830433
faem0_si1392_578,5.28880309
faem0_si1392_579,4.55529445
faem0_si1392_580,1.5952748872
faem0_si1392_581,1.03964286
faem0_si1392_582,0.877706492
faem0_si1392_583,1.28161131
faem0_si1392_584,1.636950822
faem0_si1392_585,1.856966
faem0_si1392_586,2.14223885
faem0_si1392_587,2.259786461
faem0_si1392_588,2.62376959
faem0_si1392_589,1.4402149
faem0_si1392_590,0.02951151
faem0_si1392_591,0.6351364
faem0_si1392_592,0.47291647
faem0_si1392_593,0.0527767
faem0_si1392_594,-1.91354893
faem0_si1392_595,-1.89204039
faem0_si1392_596,-0.69503076
faem0_si1392_597,-0.0930891
faem0_si1392_598,-0.45321797
faem0_si1392_599,0.99257851
faem0_si1392_600,0.68960897
faem0_si1392_601,0.97323759
faem0_si1392_602,0.91057399
faem0_si1392_603,0.342177593
faem0_si1392_604,0.26063387
faem0_si1392_605,0.3108487
faem0_si1392_606,0.254390483
faem0_si1392_607,0.22949563
faem0_si1392_608,-0.33702595
faem0_si1392_609,-0.76942479
faem0_si1392_610,-1.499800006
faem0_si1392_611,-1.35248927
faem0_si1392_612,-1.758016973
faem0_si1392_613,-1.98279435
faem0_si1392_614,-2.01507606
faem0_si1392_615,-2.15989263
faem0_si1392_616,-2.719821
faem0_si1392_617,-3.9269534
faem0_si1392_618,-4.21614225
faem0_si1392_619,-4.04273789
faem0_si1392_620,-3.6083954
faem0_si1392_621,102.7067054
faem0_si1392_622,125.261326
faem0_si1392_623,128.85581
faem0_si1392_624,133.4869
faem0_si1392_625,134.6561
faem0_si1392_626,141.229735
faem0_si1392_627,143.710115
faem0_si1392_628,152.080305
faem0_si1392_629,156.488037
faem0_si1392_630,152.403336
faem0_si1392_631,151.599568
faem0_si1392_632,160.263437
faem0_si1392_633,169.95441
faem0_si1392_634,175.890229
faem0_si1392_635,183.717531
faem0_si1392_636,179.588262
faem0_si1392_637,184.914864
faem0_si1392_638,192.250525
faem0_si1392_639,191.631906
faem0_si1392_640,190.070082
faem0_si1392_641,187.4978
faem0_si1392_642,186.72117
faem0_si1392_643,189.7623
faem0_si1392_644,-16.8181782
faem0_si1392_645,-21.11063431
faem0_si1392_646,-19.58238195
faem0_si1392_647,-20.1802593
faem0_si1392_648,-14.4703915
faem0_si1392_649,-8.8189747
faem0_si1392_650,-7.56878606
faem0_si1392_651,-8.972096052
faem0_si1392_652,-8.4589837
faem0_si1392_653,-6.34897291
faem0_si1392_654,-3.28268599
faem0_si1392_655,-4.029889592
faem0_si1392_656,-3.8658137
faem0_si1392_657,-3.25067028
faem0_si1392_658,-2.84576876
faem0_si1392_659,2.042051435
faem0_si1392_660,2.3467974
faem0_si1392_661,1.3373157
faem0_si1392_662,2.1682172
faem0_si1392_663,5.79561367
faem0_si1392_664,6.12422787
faem0_si1392_665,1.9184569
faem0_si1392_666,0.878508853
faem0_si1392_667,8.1540792
faem0_si1392_668,9.17007787
faem0_si1392_669,9.854381425
faem0_si1392_670,12.9242611
faem0_si1392_671,14.108591567
faem0_si1392_672,12.8583896
faem0_si1392_673,11.8594753
faem0_si1392_674,10.696715864
faem0_si1392_675,10.192706186
faem0_si1392_676,10.5235839
faem0_si1392_677,11.2136118
faem0_si1392_678,11.07452895
faem0_si1392_679,10.32745634
faem0_si1392_680,9.579780559
faem0_si1392_681,10.68452595
faem0_si1392_682,10.50379785
faem0_si1392_683,10.56668606
faem0_si1392_684,10.4568199
faem0_si1392_685,9.160639
faem0_si1392_686,8.32393104
faem0_si1392_687,7.24112433
faem0_si1392_688,7.857772
faem0_si1392_689,7.7165947
faem0_si1392_690,73.891886
faem0_si1392_691,85.249022
faem0_si1392_692,96.308946
faem0_si1392_693,117.602232
faem0_si1392_694,127.602677
faem0_si1392_695,116.631568
faem0_si1392_696,114.221767
faem0_si1392_697,121.085873
faem0_si1392_698,121.791013
faem0_si1392_699,120.782386
faem0_si1392_700,120.947483
faem0_si1392_701,137.939938
faem0_si1392_702,142.117311
faem0_si1392_703,131.119428
faem0_si1392_704,140.665199
faem0_si1392_705,142.30168
faem0_si1392_706,139.703521
faem0_si1392_707,146.228816
faem0_si1392_708,148.227844
faem0_si1392_709,142.52601
faem0_si1392_710,137.0503
faem0_si1392_711,139.86848
faem0_si1392_712,141.3327
faem0_si1392_713,-10.3395538
faem0_si1392_714,-12.0232781
faem0_si1392_715,-9.9329095
faem0_si1392_716,-7.569794
faem0_si1392_717,-4.38909991
faem0_si1392_718,-3.929770926
faem0_si1392_719,-4.3033693
faem0_si1392_720,-3.73016022
faem0_si1392_721,-3.8025436
faem0_si1392_722,-3.3863367
faem0_si1392_723,-3.4220983
faem0_si1392_724,-3.4383054
faem0_si1392_725,-1.9223983
faem0_si1392_726,-1.40317845
faem0_si1392_727,-1.66424189
faem0_si1392_728,-2.0287787
faem0_si1392_729,0.06006722
faem0_si1392_730,-0.7828339
faem0_si1392_731,-1.10624748
faem0_si1392_732,-0.15056712
faem0_si1392_733,0.960641068
faem0_si1392_734,0.11620507
faem0_si1392_735,1.04073112
faem0_si1392_736,-0.5068789
faem0_si1392_737,0.343451107
faem0_si1392_738,-0.70778842
faem0_si1392_739,-1.867045
faem0_si1392_740,-2.270051899
faem0_si1392_741,-1.73214597
faem0_si1392_742,-1.8721079
faem0_si1392_743,-2.85100796
faem0_si1392_744,-3.33656619
faem0_si1392_745,-3.180466265
faem0_si1392_746,-2.13105781
faem0_si1392_747,-3.65035401
faem0_si1392_748,-4.10829272
faem0_si1392_749,-2.69198375
faem0_si1392_750,-3.0121409
faem0_si1392_751,-3.4148038
faem0_si1392_752,-3.134999
faem0_si1392_753,-3.344301125
faem0_si1392_754,-3.48981197
faem0_si1392_755,-2.7396391
faem0_si1392_756,-1.8749627
faem0_si1392_757,-1.6191199
faem0_si1392_758,-0.98059985
faem0_si1392_759,0.0
faem0_si1392_760,0.0
faem0_si1392_761,0.0
faem0_si1392_762,0.0
faem0_si1392_763,0.0
faem0_si1392_764,0.0
faem0_si1392_765,0.0
faem0_si1392_766,0.0
faem0_si1392_767,0.0
faem0_si1392_768,0.0
faem0_si1392_769,0.0
faem0_si1392_770,0.0
faem0_si1392_771,0.0
faem0_si1392_772,0.0
faem0_si1392_773,0.0
faem0_si1392_774,0.0
faem0_si1392_775,0.0
faem0_si1392_776,0.0
faem0_si1392_777,0.0
faem0_si1392_778,0.0
faem0_si1392_779,0.0
faem0_si1392_780,0.0
faem0_si1392_781,0.0
faem0_si1392_782,0.0
faem0_si1392_783,0.0
faem0_si1392_784,0.0
faem0_si1392_785,0.0
faem0_si1392_786,0.0
faem0_si1392_787,0.0
faem0_si1392_788,0.0
faem0_si1392_789,0.0
faem0_si1392_790,0.0
faem0_si1392_791,0.0
faem0_si1392_792,0.0
faem0_si1392_793,0.0
faem0_si1392_794,0.0
faem0_si1392_795,0.0
faem0_si1392_796,0.0
faem0_si1392_797,0.0
faem0_si1392_798,0.0
faem0_si1392_799,0.0
faem0_si1392_800,0.0
faem0_si1392_801,0.0
faem0_si1392_802,0.0
faem0_si1392_803,0.0
faem0_si1392_804,0.0
faem0_si1392_805,0.0
faem0_si1392_806,0.0
faem0_si1392_807,0.0
faem0_si1392_808,0.0
faem0_si1392_809,0.0
faem0_si1392_810,0.0
faem0_si1392_811,0.0
faem0_si1392_812,0.0
faem0_si1392_813,0.0
faem0_si1392_814,0.0
faem0_si1392_815,0.0
faem0_si1392_816,0.0
faem0_si1392_817,0.0
faem0_si1392_818,0.0
faem0_si1392_819,0.0
faem0_si1392_820,0.0
faem0_si1392_821,0.0
faem0_si1392_822,0.0
faem0_si1392_823,0.0
faem0_si1392_824,0.0
faem0_si1392_825,0.0
faem0_si1392_826,0.0
faem0_si1392_827,0.0
faem0_si1392_828,0.0
faem0_si1392_829,0.0
faem0_si1392_830,0.0
faem0_si1392_831,0.0
faem0_si1392_832,0.0
faem0_si1392_833,0.0
faem0_si1392_834,0.0
faem0_si1392_835,0.0
faem0_si1392_836,0.0
faem0_si1392_837,0.0
faem0_si1392_838,0.0
faem0_si1392_839,0.0
faem0_si1392_840,0.0
faem0_si1392_841,0.0
faem0_si1392_842,0.0
faem0_si1392_843,0.0
faem0_si1392_844,0.0
faem0_si1392_845,0.0
faem0_si1392_846,0.0
faem0_si1392_847,0.0
faem0_si1392_848,0.0
faem0_si1392_849,0.0
faem0_si1392_850,0.0
faem0_si1392_851,0.0
faem0_si1392_852,0.0
faem0_si1392_853,0.0
faem0_si1392_854,0.0
faem0_si1392_855,0.0
faem0_si1392_856,0.0
faem0_si1392_857,0.0
faem0_si1392_858,0.0
faem0_si1392_859,0.0
faem0_si1392_860,0.0
faem0_si1392_861,0.0
faem0_si1392_862,0.0
faem0_si1392_863,0.0
faem0_si1392_864,0.0
faem0_si1392_865,0.0
faem0_si1392_866,0.0
faem0_si1392_867,0.0
faem0_si1392_868,0.0
faem0_si1392_869,0.0
faem0_si1392_870,0.0
faem0_si1392_871,0.0
faem0_si1392_872,0.0
faem0_si1392_873,0.0
faem0_si1392_874,0.0
faem0_si1392_875,0.0
faem0_si1392_876,0.0
faem0_si1392_877,0.0
faem0_si1392_878,0.0
faem0_si1392_879,0.0
faem0_si1392_880,0.0
faem0_si1392_881,0.0
faem0_si1392_882,0.0
faem0_si1392_883,0.0
faem0_si1392_884,0.0
faem0_si1392_885,0.0
faem0_si1392_886,0.0
faem0_si1392_887,0.0
faem0_si1392_888,0.0
faem0_si1392_889,0.0
faem0_si1392_890,0.0
faem0_si1392_891,0.0
faem0_si1392_892,0.0
faem0_si1392_893,0.0
faem0_si1392_894,0.0
faem0_si1392_895,0.0
faem0_si1392_896,0.0
faem0_si1392_897,293.02569
faem0_si1392_898,348.13516
faem0_si1392_899,370.31849
faem0_si1392_900,421.32033
faem0_si1392_901,456.08953
faem0_si1392_902,466.44771
faem0_si1392_903,439.10162
faem0_si1392_904,414.52479
faem0_si1392_905,393.81251
faem0_si1392_906,397.36527
faem0_si1392_907,424.83514
faem0_si1392_908,442.98655
faem0_si1392_909,415.30414
faem0_si1392_910,380.95641
faem0_si1392_911,400.55274
faem0_si1392_912,394.32439
faem0_si1392_913,375.97268
faem0_si1392_914,373.19203
faem0_si1392_915,334.69241
faem0_si1392_916,296.75614
faem0_si1392_917,300.22439
faem0_si1392_918,325.75273
faem0_si1392_919,344.03503
faem0_si1392_920,-0.916097522326
faem0_si1392_921,-3.524987212
faem0_si1392_922,-1.41797709667
faem0_si1392_923,-2.61443103258
faem0_si1392_924,-2.69110109
